lga,policyName,policyURL,pdf_path,lga_id,policy_id,num_page
Surf Coast,Climate-Emergency-Progress-Report-January-June-2022,https://www.surfcoast.vic.gov.au/files/assets/public/v/1/have-your-say/climate-emergency-progress-report-january-%E2%80%93-june-2022.pdf,lga_SurfCoastShire_20231001_Climate-Emergency-Progress-Report-January-June-2022.pdf,LGA26490,LGA26490_2,1
Surf Coast,Climate-Emergency-Quarterly-Update-October-December-2021,https://www.surfcoast.vic.gov.au/files/assets/public/have-your-say/climate-emergency-quarterly-update-october-%E2%80%93-december-2021.pdf,lga_SurfCoastShire_20231001_Climate-Emergency-Quarterly-Update-October-December-2021.pdf,LGA26490,LGA26490_3,1
Surf Coast,D21-191558-Climate-Emergency-Corporate-Response-Plan-October-2021-update-Public-Summary2,https://www.surfcoast.vic.gov.au/files/assets/public/v/1/have-your-say/d21-191558-climate-emergency-corporate-response-plan-october-2021-update-public-summary2.pdf,lga_SurfCoastShire_20231001_D21-191558-Climate-Emergency-Corporate-Response-Plan-October-2021-update-Public-Summary2.pdf,LGA26490,LGA26490_4,2
Surf Coast,Climate-change-survey-summary-final,https://environmentsurfcoast.com.au/wp-content/uploads/2021/02/Climate-change-survey-summary-final.pdf,lga_SurfCoastShire_20231001_Climate-change-survey-summary-final.pdf,LGA26490,LGA26490_5,8
Surf Coast,SCS-055-Environmentally-Sustainable-Council-Facilities-Policy-Adopted-23-November-2021,https://www.surfcoast.vic.gov.au/files/assets/public/v/1/01-about-us/council/policies-and-procedures/policies/scs-055-environmentally-sustainable-council-facilities-policy-adopted-23-november-2021.pdf,lga_SurfCoastShire_20231001_SCS-055-Environmentally-Sustainable-Council-Facilities-Policy-Adopted-23-November-2021.pdf,LGA26490,LGA26490_6,6
Surf Coast,Community-Development-Action-Plan-2022-2024,https://www.surfcoast.vic.gov.au/files/assets/public/v/1/01-about-us/council/reports-plans-and-documents/plans-and-strategies/community-development-action-plan-2022-2024.pdf,lga_SurfCoastShire_20231001_Community-Development-Action-Plan-2022-2024.pdf,LGA26490,LGA26490_7,37
Surf Coast,Council-Plan-incorporating-Health-and-Wellbeing-Plan-2021-2025-final-for-Council-meeting-12,https://www.surfcoast.vic.gov.au/files/assets/public/v/2/have-your-say/council-plan-incorporating-health-and-wellbeing-plan-2021-2025-final-for-council-meeting-12.pdf,lga_SurfCoastShire_20231001_Council-Plan-incorporating-Health-and-Wellbeing-Plan-2021-2025-final-for-Council-meeting-12.pdf,LGA26490,LGA26490_8,26
Surf Coast,D23-106966-Appendix-3-Climate-Emergency-2023-2025-Action-Plan-FINAL-DRAFT,https://www.surfcoast.vic.gov.au/files/assets/public/v/1/have-your-say/d23-106966-appendix-3-climate-emergency-2023-2025-action-plan-final-draft.pdf,lga_SurfCoastShire_20231001_D23-106966-Appendix-3-Climate-Emergency-2023-2025-Action-Plan-FINAL-DRAFT.pdf,LGA26490,LGA26490_9,9
Tablelands,TRC-Climate-Risk-Management-Strategy,https://www.trc.qld.gov.au/download/climate-risk-management-strategy/?wpdmdl=103870&refresh=6518a713b10221696114451&ind=1651118760136&filename=TRC-Climate-Risk-Management-Strategy.pdf,lga_TablelandsRegionalCouncil_20231001_TRC-Climate-Risk-Management-Strategy.pdf,LGA36820,LGA36820_1,15
The Hills Shire,Annual-Report-21-22,https://www.thehills.nsw.gov.au/files/assets/public/cms-docs/council/key-docs/annual-report-amp-archive/2021-2022/the-hills-shire-council-annual-report-2021-2022.pdf,lga_TheHillsShireCouncil_20231001_Annual-Report-21-22.pdf,LGA17420,LGA17420_1,162
Tiwi Islands,TIRC-Annual-Report-Financial-Statement-20-21-NCCP,http://tiwiislands.org.au/uploads/pdfs/TIRC_Annual_Report_Financial_Statement_20-21.pdf,lga_TiwiIslandsRegionalCouncil_20231001_TIRC-Annual-Report-Financial-Statement-20-21-NCCP.pdf,LGA74050,LGA74050_1,115
Toowoomba,2023-24-Operational-Plan,https://tr.qld.gov.au/component/edocman/4645-operational-plan-2023-24/download?Itemid=0,lga_ToowoombaRegion_20231001_2023-24-Operational-Plan.pdf,LGA36910,LGA36910_1,84
Toowoomba,Sustainable-Transport-Strategic-Plan-Sept2022,https://tr.qld.gov.au/component/edocman/609-toowoomba-region-sustainable-transport-strategy/download,lga_ToowoombaRegion_20231001_Sustainable-Transport-Strategic-Plan-Sept2022.pdf,LGA36910,LGA36910_2,40
Toowoomba,Environment-Grant-Guidelines-Approved17January2023,https://tr.qld.gov.au/edocman-links/106-docs-5719295-v1b-environment-grant-guidelines-approved-17-june-2014/download,lga_ToowoombaRegion_20231001_Environment-Grant-Guidelines-Approved17January2023.pdf,LGA36910,LGA36910_3,9
Toowoomba,Environment-Policy-Adopted19July2022,https://tr.qld.gov.au/edocman-links/4216-2-82-environment-policy/download,lga_ToowoombaRegion_20231001_Environment-Policy-Adopted19July2022.pdf,LGA36910,LGA36910_4,5
Toowoomba,Green-Infrastructure-Strategy,https://tr.qld.gov.au/component/edocman/2738-green-infrastructure-strategy/download,lga_ToowoombaRegion_20231001_Green-Infrastructure-Strategy.pdf,LGA36910,LGA36910_5,40
Toowoomba,Corporate-Plan-2019-24,https://tr.qld.gov.au/component/edocman/2178-corporate-plan-2019-2024/download,lga_ToowoombaRegion_20231001_Corporate-Plan-2019-24.pdf,LGA36910,LGA36910_6,24
Townsville,Environmental-Policy-1,https://www.townsville.qld.gov.au/__data/assets/pdf_file/0009/6030/Environmental-Policy.pdf,lga_CityofTownsville_20231001_Environmental-Policy-1.pdf,LGA37010,LGA37010_1,6
Townsville,Survey-Summary-Report,https://www.townsville.qld.gov.au/__data/assets/pdf_file/0024/70674/20190327_Survey-Summary-Report_Final_Rev1.pdf,lga_CityofTownsville_20231001_Survey-Summary-Report.pdf,LGA37010,LGA37010_2,39
Townsville,Townsville-2021-2026-Corporate-Plan,https://www.townsville.qld.gov.au/__data/assets/pdf_file/0012/121044/Townsville-2021-2026-Corporate-Plan.pdf,lga_CityofTownsville_20231001_Townsville-2021-2026-Corporate-Plan.pdf,LGA37010,LGA37010_3,24
Towong,council-plan-2021-2025,https://www.towong.vic.gov.au/repository/libraries/id:2cvu1xfyg1cxby8c14xc/hierarchy/Plans%2C%20Budgets%20and%20Reports/Plans/Council%20Plan/Current%20plan/council-plan-2021-2025.pdf,lga_TowongShireCouncil_20231001_council-plan-2021-2025.pdf,LGA26670,LGA26670_1,24
Tweed,interim-climate-change-action-plan,https://www.tweed.nsw.gov.au/files/assets/public/v/1/documents/environment/climate-amp-sustainability/interim-climate-change-action-plan.pdf,lga_TweedShireCouncil_20231001_interim-climate-change-action-plan.pdf,LGA17550,LGA17550_1,18
Tweed,environmental-sustainability-prioritisation-strategy-2015,https://www.tweed.nsw.gov.au/files/assets/public/documents/council/strategies-and-plans/environmental-sustainability-prioritisation-strategy-2015.pdf,lga_TweedShireCouncil_20231001_environmental-sustainability-prioritisation-strategy-2015.pdf,LGA17550,LGA17550_2,42
Tweed,renewable-energy-action-plan-tweed-shire-council-facilities-october-2017,https://www.tweed.nsw.gov.au/files/assets/public/documents/council/strategies-and-plans/renewable-energy-action-plan-tweed-shire-council-facilities-october-2017.pdf,lga_TweedShireCouncil_20231001_renewable-energy-action-plan-tweed-shire-council-facilities-october-2017.pdf,LGA17550,LGA17550_3,18
Tweed,climate-ready-tweed-final-report-july-2023,https://www.tweed.nsw.gov.au/files/assets/public/v/1/documents/environment/climate-amp-sustainability/climate-ready-tweed-final-report-july-2023.pdf,lga_TweedShireCouncil_20231001_climate-ready-tweed-final-report-july-2023.pdf,LGA17550,LGA17550_4,88
Tweed,climate-action-community-readiness-survey-summary,https://www.tweed.nsw.gov.au/files/assets/public/v/1/documents/environment/climate-amp-sustainability/climate-action-community-readiness-survey-summary.pdf,lga_TweedShireCouncil_20231001_climate-action-community-readiness-survey-summary.pdf,LGA17550,LGA17550_5,2
Victor Harbor,Climate-Agenda-2030,https://www.victor.sa.gov.au/__data/assets/pdf_file/0034/1069279/Climate-Agenda-2030_FINAL.pdf,lga_CityofVictorHarbor_20231001_Climate-Agenda-2030.pdf,LGA48050,LGA48050_1,8
Victor Harbor,MEDIA-RELEASE-Victor-Harbor-Youth-Climate-Council,https://lgasa-search.squiz.cloud/s/redirect?collection=victor-harbor-council-meta&url=https%3A%2F%2Fwww.victor.sa.gov.au%2F__data%2Fassets%2Fpdf_file%2F0030%2F1296444%2F20220628_MEDIA-RELEASE_Victor-Harbor-Youth-Climate-Council.pdf&auth=TyqzCNl5XJsLIIlzobi%2FSw&profile=_default&rank=3&query=climate+%7CpageType%3A%22%24%2B%2B+Documents+%24%2B%2B%22,lga_CityofVictorHarbor_20231001_MEDIA-RELEASE-Victor-Harbor-Youth-Climate-Council.pdf,LGA48050,LGA48050_2,2
Victor Harbor,Sustainability-Policy-E-2018,https://www.victor.sa.gov.au/__data/assets/pdf_file/0031/287554/Sustainability-Policy-E-2018.pdf,lga_CityofVictorHarbor_20231001_Sustainability-Policy-E-2018.pdf,LGA48050,LGA48050_3,5
Victor Harbor,Tree-Management-Policy-E2023,https://www.victor.sa.gov.au/__data/assets/pdf_file/0026/288440/Tree-Management-Policy-E2023.pdf,lga_CityofVictorHarbor_20231001_Tree-Management-Policy-E2023.pdf,LGA48050,LGA48050_4,8
Victor Harbor,2019-Victor-Harbor-Environmental-Management-Plan-Final-Adopted-201909,https://www.victor.sa.gov.au/__data/assets/pdf_file/0026/289340/2019-Victor-Harbor-Environmental-Management-Plan-Final-Adopted-201909.pdf,lga_CityofVictorHarbor_20231001_2019-Victor-Harbor-Environmental-Management-Plan-Final-Adopted-201909.pdf,LGA48050,LGA48050_5,36
Waroona,Public-Health-Plan-2020-2025,https://www.waroona.wa.gov.au/documents/11884/public-health-plan-2020-2025,lga_ShireofWaroona_20231001_Public-Health-Plan-2020-2025.pdf,LGA58820,LGA58820_1,34
West Tamar,Annual-Plan-2021-2022June-22-Quarter-NCCP,https://www.wtc.tas.gov.au/DesktopModules/Bring2mind/DMX/Download.aspx?EntryId=2817&PortalId=0&DownloadMethod=attachment,lga_WestTamarCouncil_20231001_Annual-Plan-2021-2022June-22-Quarter-NCCP.pdf,LGA65810,LGA65810_1,144
Whittlesea,climate-change-plan,https://www.whittlesea.vic.gov.au/media/9648/climate-change-plan_as_v11.pdf,lga_CityofWhittlesea_20231001_climate-change-plan.pdf,LGA27070,LGA27070_1,25
Whittlesea,sustainable-environment-action-plan-2022-2024,https://www.whittlesea.vic.gov.au/media/9646/cow-sustainable-environment-action-plan_2022-24_v13.pdf,lga_CityofWhittlesea_20231001_sustainable-environment-action-plan-2022-2024.pdf,LGA27070,LGA27070_2,11
Whittlesea,climate-ready-whittlesea-final,https://www.whittlesea.vic.gov.au/media/3542/climate-ready-whittlesea-final.pdf,lga_CityofWhittlesea_20231001_climate-ready-whittlesea-final.pdf,LGA27070,LGA27070_3,20
Whittlesea,council-zero-net-emissions-2022-plan,https://www.whittlesea.vic.gov.au/media/5889/council-zero-net-emissions-2022-plan.pdf,lga_CityofWhittlesea_20231001_council-zero-net-emissions-2022-plan.pdf,LGA27070,LGA27070_4,25
Whittlesea,lga_CityofWhittlesea_20231001_advocacy-prospectus-august-2023,https://www.whittlesea.vic.gov.au/media/11548/advocacy-prospectus_august-2023_vf-digital.pdf,lga_CityofWhittlesea_20231001_advocacy-prospectus-august-2023.pdf,LGA27070,LGA27070_5,33
Whittlesea,biodiversity-strategy-final,https://www.whittlesea.vic.gov.au/media/4552/cow_biodiversity-strategy-final.pdf,lga_CityofWhittlesea_20231001_biodiversity-strategy-final.pdf,LGA27070,LGA27070_6,28
Wingecarribee,Climate-Change-Adaptation-Plan-Summary,https://www.wsc.nsw.gov.au/files/assets/public/v/1/environment/energy-in-your-home-or-business/climate-change-adaptation-plan-summary.pdf,lga_WingecarribeeShireCouncil_20231001_Climate-Change-Adaptation-Plan-Summary.pdf,LGA18350,LGA18350_1,4
Wingecarribee,WSC-Urban-Tree-Policy-Adopted-23-May-2018,https://www.wsc.nsw.gov.au/files/sharedassets/public/policies/urban-tree-policy-adopted-23-may-2018.pdf,lga_WingecarribeeShireCouncil_20231001_WSC-Urban-Tree-Policy-Adopted-23-May-2018.pdf,LGA18350,LGA18350_2,6
Wingecarribee,WSC-Environment-Policy-Adopted-Dec-2017,https://www.wsc.nsw.gov.au/files/sharedassets/public/policies/environment-policy-adopted-dec-2017.pdf,lga_WingecarribeeShireCouncil_20231001_WSC-Environment-Policy-Adopted-Dec-2017.pdf,LGA18350,LGA18350_3,4
Wingecarribee,Wingecarribee-Environment-Strategy-2012-2017,https://www.wsc.nsw.gov.au/files/assets/public/environment/reports/wingecarribee-environment-strategy-2012-2017.pdf,lga_WingecarribeeShireCouncil_20231001_Wingecarribee-Environment-Strategy-2012-2017.pdf,LGA18350,LGA18350_4,46
Wodonga,Wodonga-Climate-Change-Adaptation-Action-Plan,https://www.wodonga.vic.gov.au/Portals/0/Downloads/Wodonga_Climate_Change_Adaptation_Action_Plan-1.pdf,lga_CityofWodonga_20231001_Wodonga-Climate-Change-Adaptation-Action-Plan.pdf,LGA27170,LGA27170_1,32
Wodonga,Sustainability-Strategy-2022-Final,https://www.wodonga.vic.gov.au/Portals/0/Attachments/Sustainability_Strategy_2022_Final.pdf,lga_CityofWodonga_20231001_Sustainability-Strategy-2022-Final.pdf,LGA27170,LGA27170_2,28
Wodonga,Wodonga-Climate-Change-Adaptation-Action-Plan-2017-2021,https://www.wodonga.vic.gov.au/Portals/0/Attachments/Wodonga_Climate_Change_Adaptation_Action_Plan.pdf,lga_CityofWodonga_20231001_Wodonga-Climate-Change-Adaptation-Action-Plan-2017-2021.pdf,LGA27170,LGA27170_3,32
Wollondilly,Wollondilly-2033-DeliveryProgram-3-Revised,https://www.wollondilly.nsw.gov.au/assets/Documents-NEW/Council/Corporate-Planning-and-Reporting/Delivery-Program-DP/Wollondilly2033_DeliveryProgram-3_Revised.pdf,lga_WollondillyShireCouncil_20231001_Wollondilly-2033-DeliveryProgram-3-Revised.pdf,LGA18400,LGA18400_1,53
Woorabinda,Woorabinda-Aboriginal-Shire-Council-Planning-Scheme-version-1.1-effective-1-January-2018-4,https://www.woorabinda.qld.gov.au/downloads/file/63/woorabinda-aboriginal-shire-council-planning-scheme-version-1-1,lga_WoorabindaAboriginalShireCouncil_20231001_Woorabinda-Aboriginal-Shire-Council-Planning-Scheme-version-1.1-effective-1-January-2018-4.pdf,LGA37550,LGA37550_1,126
Wyndham-East Kimberley,Strategic-Community-Plan-2023-2033,https://www.swek.wa.gov.au/Profiles/swek/Assets/ClientData/Strategic_Community_Plan_2023-2033.pdf,lga_ShireofWyndham-EastKimberley_20231001_Strategic-Community-Plan-2023-2033.pdf,LGA59340,LGA59340_1,21
Wyndham-East Kimberley,Economic-Development-Plan-2021,https://www.swek.wa.gov.au/Profiles/swek/Assets/ClientData/Economic_Development/Economic_Development_Plan_2021.pdf,lga_ShireofWyndham-EastKimberley_20231001_Economic-Development-Plan-2021.pdf,LGA59340,LGA59340_2,56
Yarra Ranges,Liveable-Climate-Plan-2020-2030,https://www.yarraranges.vic.gov.au/files/assets/public/v/1/webdocuments/environment/environment-other/liveable_climate_plan_2020-2030_final-singles_1.pdf,lga_YarraRangesCouncil_20231001_Liveable-Climate-Plan-2020-2030.pdf,LGA27450,LGA27450_1,17
Yarra Ranges,Liveable-Climate-Action-Plan,https://www.yarraranges.vic.gov.au/files/assets/public/v/3/webdocuments/environment/environment-other/liveable_climate_action_plan_final-singles.pdf,lga_YarraRangesCouncil_20231001_Liveable-Climate-Action-Plan.pdf,LGA27450,LGA27450_2,18
Yarra Ranges,Yarra-Ranges-Council-Sustainability-Report-2021,https://www.yarraranges.vic.gov.au/files/assets/public/webdocuments/environment/yarra-ranges-council-sustainability-report-2021-1.pdf,lga_YarraRangesCouncil_20231001_Yarra-Ranges-Council-Sustainability-Report-2021.pdf,LGA27450,LGA27450_3,12
Yarra Ranges,Yarra-Ranges-Council-Sustainability-Report-2022-1,https://www.yarraranges.vic.gov.au/files/assets/public/webdocuments/environment/yarra-ranges-council-sustainability-report-2022-1.pdf,lga_YarraRangesCouncil_20231001_Yarra-Ranges-Council-Sustainability-Report-2022-1.pdf,LGA27450,LGA27450_4,4
Yarra Ranges,Health-and-Wellbeing-Plan-Action-Plan,https://www.yarraranges.vic.gov.au/files/assets/public/webdocuments/council/policies-strategies/health-and-wellbeing-plan-action-plan.pdf,lga_YarraRangesCouncil_20231001_Health-and-Wellbeing-Plan-Action-Plan.pdf,LGA27450,LGA27450_5,28
Yarra Ranges,Yarra-Ranges-Council-Asset-Management-Policy-2022-2032,https://www.yarraranges.vic.gov.au/files/assets/public/webdocuments/council/policies-strategies/yarra-ranges-council-asset-management-policy-2022-2032.pdf,lga_YarraRangesCouncil_20231001_Yarra-Ranges-Council-Asset-Management-Policy-2022-2032.pdf,LGA27450,LGA27450_6,25
Yarra Ranges,Yarra-Ranges-EDS-Economic-Development-Strategy,https://www.yarraranges.vic.gov.au/files/assets/public/webdocuments/council/policies-strategies/yarra-ranges-eds-economic-development-strategy.pdf,lga_YarraRangesCouncil_20231001_Yarra-Ranges-EDS-Economic-Development-Strategy.pdf,LGA27450,LGA27450_7,40
Yarra Ranges,Yarra-Ranges-Domestic-Animal-Management-Plan,https://www.yarraranges.vic.gov.au/files/assets/public/webdocuments/council/policies-strategies/yarra-ranges-domestic-animal-management-plan.pdf,lga_YarraRangesCouncil_20231001_Yarra-Ranges-Domestic-Animal-Management-Plan.pdf,LGA27450,LGA27450_8,31
Yarrabah,Master-Planning-Report-v006-December-2019-Complete-with-Attachments,https://www.yarrabah.qld.gov.au/wp-content/uploads/2022/05/Master-Planning-Report-v006-December-2019-Complete-with-Attachments.pdf,lga_YarrabahAboriginalShireCouncil_20231001_Master-Planning-Report-v006-December-2019-Complete-with-Attachments.pdf,LGA37600,LGA37600_1,306
Yass Valley,climate-change-action-plan-1,https://www.yassvalley.nsw.gov.au/files/assets/public/v/1/ipr-council-docs/strategies/climate-change-action-plan.pdf,lga_YassValleyCouncil_20231001_climate-change-action-plan-1.pdf,LGA18710,LGA18710_1,6
Adelaide Plains,Emergency Management Policy,https://lgasa-search.squiz.cloud/s/redirect?collection=adelaide-plains-council-meta&url=https%3A%2F%2Fwww.apc.sa.gov.au%2F__data%2Fassets%2Fpdf_file%2F0025%2F449332%2FEmergency-Management-Policy-2019.pdf&auth=kknGySIggU%2FrEIdvMnyEEA&profile=_default&rank=3&query=climate+policy+%7CpageType%3A%22%24%2B%2B+Documents+%24%2B%2B%22,lga_adelaideplains_Emergency_Management_Policy_0.pdf,LGA40150,LGA40150_1,8
Ballina,Climate Change Policy,https://ballina.nsw.gov.au/page.asp?f=RES-LIO-33-26-08,lga_ballina_Climate_Change_Policy_17.pdf,LGA10250,LGA10250_1,11
Ballina,Community Climate Change Survey Report July 2021,https://ballina.nsw.gov.au/page.asp?f=RES-DGK-60-53-35,lga_ballina_Community_Climate_Change_Survey_Report_July_2021_18.pdf,LGA10250,LGA10250_2,36
Balonne,Final Operational Plan,https://www.balonne.qld.gov.au/downloads/file/1848/3-operational-plan,lga_balonne_Final_Operational_Plan_19.pdf,LGA30300,LGA30300_1,32
Balonne,Local Disaster Management Plan,https://www.balonne.qld.gov.au/downloads/file/1587/local-disaster-management-plan,lga_balonne_Local_Disaster_Management_Plan_20.pdf,LGA30300,LGA30300_2,88
Barunga West,Audit Committee Agenda PUBLIC,https://lgasa-search.squiz.cloud/s/redirect?collection=barunga-west-council-meta&url=https%3A%2F%2Flgasa-web.squiz.cloud%2F%3Fa%3D1453696&auth=%2BK19cQlpTvLw8evYOksTTg&profile=_default&rank=1&query=climate+change+policy+%7CpageType%3A%22%24%2B%2B+Documents+%24%2B%2B%22,lga_barungawest_Audit_Committee_Agenda_PUBLIC_26.pdf,LGA40430,LGA40430_1,234
Baw Baw,Building Resistance Guide BBSC,https://www.bawbawshire.vic.gov.au/files/sharedassets/public/environment/documents/building-resilience-guide-bbsc_final-doc-19-67895.pdf,lga_bawbaw_Building_Resistance_Guide_BBSC_37.pdf,LGA20830,LGA20830_3,32
Bega Valley,Bega Valley Shire Climate Resilience Strategy 2025,https://begavalley.nsw.gov.au/page.asp?f=RES-DGF-20-14-85,lga_begavalley_Bega_Valley_Shire_Climate_Resilience_Strategy_2025_40.pdf,LGA10550,LGA10550_2,146
Beverley,Policy Manual NCCP,https://www.beverley.wa.gov.au/documents/2401/policy-manual,lga_beverley_Policy_Manual_NCCP_51.pdf,LGA50560,LGA50560_1,198
Blackall-Tambo,MPC Policies and Procedures NCCP,https://www.btrc.qld.gov.au/downloads/file/750/mpc-policies-and-procedures,lga_blackalltambo_MPC_Policies_and_Procedures_NCCP_52.pdf,LGA30760,LGA30760_1,277
Bland,Adverse Event Plan,https://www.blandshire.nsw.gov.au/files/sharedassets/public/policies-and-procedures-website/policies-and-procedures/adverse-event-plan.pdf,lga_bland_Adverse_Event_Plan_54.pdf,LGA10800,LGA10800_4,18
Bland,Roadside Vegetation Managment Plan,https://www.blandshire.nsw.gov.au/files/sharedassets/public/policies-and-procedures-website/policies-and-procedures/roadside-vegetation-management-plan.pdf,lga_bland_Roadside_Vegetation_Managment_Plan_57.pdf,LGA10800,LGA10800_5,51
Boddington,Council Plan,https://www.boddington.wa.gov.au/Profiles/boddington/Assets/ClientData/Document-Centre/Council_Plan.pdf,lga_boddington_Council_Plan_60.pdf,LGA50630,LGA50630_1,48
Bourke,ANNUAL REPORT 2021-2022 NCCP,https://bourke.nsw.gov.au/wp-content/uploads/2022/11/BOURKE_SHIRE_COUNCIL-ANNUAL_REPORT_2021-2022_WITH-3_APPENDIX_DRAFT1.pdf,lga_bourke_ANNUAL_REPORT_2021_2022_NCCP_63.pdf,LGA11150,LGA11150_1,258
Bridgetown-Greenbushes,EM1 Managing the Natural Environment Policy,https://www.bridgetown.wa.gov.au/documents/579/em-1-managing-the-natural-environment,lga_bridgetown-greenbushes_EM1_Managing_the_Natural_Environment_Policy_67.pdf,LGA50840,LGA50840_1,7
Broomehill-Tambellup,Policy Manual - April 2023 NCCP,https://www.shirebt.wa.gov.au/Profiles/bt/Assets/ClientData/Documents/PageCentre/Policy_Manual_-April_2023.pdf,lga_broomehill-tambellup_Policy_Manual___April_2023_NCCP_72.pdf,LGA51080,LGA51080_1,165
Bulloo,Annual Report 2021-22 NCCP,https://www.bulloo.qld.gov.au/downloads/file/2149/annual-report-2021-2022,lga_bulloo_Annual_Report_2021_22_NCCP_75.pdf,LGA31750,LGA31750_1,102
Burdekin,Environmental Policy,https://www.burdekin.qld.gov.au/downloads/file/117/environmental-policy,lga_burdekin_Environmental_Policy_79.pdf,LGA31900,LGA31900_2,4
Carrathool,Annual Report 2021-22 NCCP,https://carrathool.nsw.gov.au/Annual-Report-2021-22-FINAL/,lga_carrathool_Annual_Report_2021_22_NCCP_90.pdf,LGA11600,LGA11600_1,153
Chapman Valley,Annual Report 2021-2022 NCCP,https://www.chapmanvalley.wa.gov.au/documents/820/annual-report-2021-2022,lga_chapmanvalley_Annual_Report_2021_2022_NCCP_103.pdf,LGA51610,LGA51610_1,77
Cherbourg,AnnualReport2021-22NCCP,https://cherbourg.qld.gov.au/wp-content/uploads/2022/12/Annual-Report-FINAL-for-Publication-2021-22.pdf,lga_cherbourg_AnnualReport2021_22NCCP_104.pdf,LGA32330,LGA32330_1,80
Circular Head,2021-22 Annual Report NCCP,https://www.circularhead.tas.gov.au/__data/assets/pdf_file/0029/1218818/DRAFT-2021-22-Annual-Report.pdf,lga_circularhead_2021_22_Annual_Report_NCCP_106.pdf,LGA61210,LGA61210_1,103
Clarence Valley,Clarence Valley Community Energy and Emissions Reduction Strategy July 2021,https://www.clarence.nsw.gov.au/files/assets/public/council/files/strategies-adopted/clarence-valley-community-energy-and-emissions-reduction-strategy-july-2021-002_1.pdf,lga_clarencevalley_Clarence_Valley_Community_Energy_and_Emissions_Reduction_Strategy_July_2021_111.pdf,LGA11730,LGA11730_3,110
Collie,Annual Report 2021-22 NCCP,https://www.collie.wa.gov.au/wp-content/uploads/2023/04/Shire-of-Collie-Annual-Report-2021-22A.pdf,lga_collie_Annual_Report_2021_22_NCCP_121.pdf,LGA51890,LGA51890_1,73
Coolamon,Asset Management Policy,https://coolamon.nsw.gov.au/s/201103-Asset-Management-Documents-kppt.pdf,lga_coolamon_Asset_Management_Policy_124.pdf,LGA12000,LGA12000_1,69
Coolgardie,Annual Report 2021-2022 NCCP,https://www.coolgardie.wa.gov.au/documents/12390/annual-report-20212022,lga_coolgardie_Annual_Report_2021_2022_NCCP_125.pdf,LGA51960,LGA51960_1,88
Coomalie,Annual Report 2021-2022 NCCP,https://irp.cdn-website.com/df9c3053/files/uploaded/2021-22+Annual+Report+Reduced.pdf,lga_coomalie_Annual_Report_2021_2022_NCCP_126.pdf,LGA70700,LGA70700_1,71
Coonamble,2021-2022 Annual Report NCCP,https://www.coonambleshire.nsw.gov.au/__media_downloads/annual-reports/2021-2022_1_Annual_Report.pdf,lga_coonamble_2021_2022_Annual_Report_NCCP_127.pdf,LGA12150,LGA12150_1,330
Coorow,Annual report 2021-2022 NCCP,https://www.coorow.wa.gov.au/Profiles/coorow/Assets/ClientData/Document-Centre/Annual_Reports/Annual_Reports/Annual_report_2021_2022_1_.pdf,lga_coorow_Annual_report_2021_2022_NCCP_129.pdf,LGA52030,LGA52030_1,73
Corrigin,PolicyManual2022NCCP,https://www.corrigin.wa.gov.au/documents/1465/policy-manual-2022,lga_corrigin_PolicyManual2022NCCP_136.pdf,LGA52100,LGA52100_1,273
Cunderdin,Council Policy Manual May 2023 NCCP,https://www.cunderdin.wa.gov.au/Profiles/cunderdin/Assets/ClientData/Public_Documents/Council_Policy_and_Procedures/Council_Policy_Manual_-_as_at_May_2023.pdf,lga_cunderdin_Council_Policy_Manual_May_2023_NCCP_143.pdf,LGA52450,LGA52450_1,166
Devonport,Corporate Climate Change Adaptation Plan Year Five Status - 2023,https://www.devonport.tas.gov.au/download/697/strategies-reports-plans/60337/corporate-climate-change-adaptation-plan-year-five-status-2023.pdf,lga_devonport_Corporate_Climate_Change_Adaptation_Plan_Year_Five_Status___2023_152.pdf,LGA61610,LGA61610_1,6
Devonport,Environment Strategy 2019-2024,https://www.devonport.tas.gov.au/download/367/plans-strategies/17469/environment-strategy-2019-2024,lga_devonport_Environment_Strategy_2019_2024_153.pdf,LGA61610,LGA61610_2,27
Diamantina,Annual Report 2021-2022 NCCP,https://www.diamantina.qld.gov.au/downloads/file/912/2021-2022-annual-report,lga_diamantina_Annual_Report_2021_2022_NCCP_154.pdf,LGA32750,LGA32750_1,34
Dubbo Regional,Council Policy - Risk Management,https://www.dubbo.nsw.gov.au/ArticleDocuments/241/Council%20Policy%20-%20Risk%20Management.pdf.aspx,lga_dubboregional_Council_Policy___Risk_Management_162.pdf,LGA12390,LGA12390_5,3
Elliston,Council Public Meeting Minutes - 11 July 2023 NCCP,https://lgasa-search.squiz.cloud/s/redirect?collection=elliston-council-meta&url=https%3A%2F%2Flgasa-web.squiz.cloud%2F%3Fa%3D1434948&auth=yS3PONdMMgQ4K%2FFWgRtFag&profile=_default&rank=3&query=climate,lga_elliston_Council_Public_Meeting_Minutes_11_July_2023_NCCP_170.pdf,LGA41750,LGA41750_1,14
Gannawarra,Climate Change Strategy,https://www.gannawarra.vic.gov.au/files/assets/public/v/1/document-resources/strategic-documents/gan_str_001_climate_change_strategy_final_v1e.pdf,lga_gannawarra_Climate_Change_Strategy_186.pdf,LGA22250,LGA22250_2,47
