lga,policyName,policyURL,pdf_path,lga_id,policy_id,num_page
Moyne,Procurement Policy Adopted 7-December-2021,https://www.moyne.vic.gov.au/files/assets/public/documents/policies/procurement-policy-adopted-7-december-2021.pdf,lga_MoyneShireCouncil_20230921_ProcurementPolicyAdopted7-December-2021.pdf,LGA25490,LGA25490_1,41
Mukinbudin,2023 Policy Manual - NCCP,https://www.mukinbudin.wa.gov.au/documents/93/2023-policy-manual,lga_ShireofMukinbudin_20230921_2023PolicyManual-NCCP.pdf,LGA55950,LGA55950_1,223
Murray River,How Adapting to a Changing Climate Builds Social Capital,https://www.lgnsw.org.au/common/Uploaded%20files/Environment/Climate%20Change%20case%20studies/Building_Community_in_Advance_Murray_River.pdf,lga_MurrayRiverCouncil_20230921_HowAdaptingtoaChangingClimateBuildsSocialCapital.pdf,LGA15520,LGA15520_1,4
Murrindindi,Corporate Carbon Inventory Boundary Zero Net Emissions Pathway Report,https://theloop.murrindindi.vic.gov.au/download_file/1471/668,lga_MurrindindiShireCouncil_20230921_CorporateCarbonInventoryBoundaryZeroNetEmissionsPathwayReport.pdf,LGA25620,LGA25620_1,11
Murrindindi,Climate Change Action Plan - Draft,https://theloop.murrindindi.vic.gov.au/download_file/1472/668,lga_MurrindindiShireCouncil_20230921_ClimateChangeActionPlan-Draft.pdf,LGA25620,LGA25620_2,48
Muswellbrook,Environmental Sustainability Policy - S32-1,https://www.muswellbrook.nsw.gov.au/wp-content/uploads/2022/11/Environmental-Sustainability-Policy-S32_1.pdf,lga_MuswellbrookShireCouncil_20230921_EnvironmentalSustainabilityPolicy-S32-1.pdf,LGA15650,LGA15650_1,5
Nambucca,Policy de14 - climate - change -10100-2018,https://www.nambucca.nsw.gov.au/files/assets/public/v/2/council/complianceformspolicies-amp-reporting/policies/development-and-environment/de14-climate-change-10100-2018.pdf,lga_NambuccaValleyCouncil_20230921_Policyde14-climate-change-10100-2018.pdf,LGA15700,LGA15700_1,3
Napranum,Final Annual Report with Financials - NCCP,https://uploads-ssl.webflow.com/57e496d81c882348567cdce7/6407d368a4d9351f01846b90_RPT%20230308%20Final%20Annual%20Report%20with%20Financials.pdf,lga_NapranumAboriginalShireCouncil_20230921_FinalAnnualReportwithFinancials-NCCP.pdf,LGA35670,LGA35670_1,82
Naracoorte and Lucindale,Annual Business Plan 2023-2024 NCCP,https://www.naracoortelucindale.sa.gov.au/__data/assets/pdf_file/0026/1445813/FINAL-Annual-Business-Plan-2023-2024.pdf#2023-2024%20Annual%20Business%20Plan%20and%20Budget,lga_NaracoorteLucindaleCouncil_20230921_AnnualBusinessPlan2023-2024NCCP.pdf,LGA45090,LGA45090_1,58
Narrabri,2022-2026 delivery program,https://www.narrabri.nsw.gov.au/files/assets/public/v/1/1.-your-council/strategic-and-corporate-plans/integrated-planning-and-reporting/delivery-program/2022-2026-delivery-program.pdf,lga_NarrabriShire_20230921_2022-2026deliveryprogram.pdf,LGA15750,LGA15750_1,71
Narrogin,Evironment Action Plan - v3,https://www.narrogin.wa.gov.au/Profiles/narrogin/Assets/ClientData/Documents/ENVIRONMENT/Evironment_Action_Plan_v3.pdf,lga_ShireofNarrogin_20230921_EvironmentActionPlan-v3.pdf,LGA56460,LGA56460_1,1
Narromine,2021-2022 Narromine Shire Council Annual Report NCCP,https://www.narromine.nsw.gov.au/__media_downloads/annual-reports/2021-2022%20Narromine%20Shire%20Council%20Annual%20Report.pdf?downloadable=1,lga_NarromineShireCouncil_20230921_2021-2022NarromineShireCouncilAnnualReportNCCP.pdf,LGA15850,LGA15850_1,59
Ngaanyatjarraku,Policy Manual - 280623 NCCP,https://www.ngaanyatjarraku.wa.gov.au/Profiles/shire/Assets/ClientData/Documents/Ngaanyatjarraku_-_Policy_Manual_280623.pdf,lga_ShireofNgaanyatjarraku_20230921_PolicyManual-280623NCCP.pdf,LGA56620,LGA56620_1,100
Northampton,policy manual and delegation manual 2022-2023 NCCP,https://www.northampton.wa.gov.au/profiles/northampton/assets/clientdata/policy_manual_and_delegation_manual_2022___17_february_2023.pdf,lga_ShireofNorthampton_20230922_policymanualanddelegationmanual2022-2023NCCP.pdf,LGA56790,LGA56790_1,206
Northern Areas,Tree Management Policy,https://www.nacouncil.sa.gov.au/__data/assets/pdf_file/0034/485575/Tree-Management-Policy.pdf,lga_NorthernAreasCouncil_20230922_TreeManagementPolicy.pdf,LGA45120,LGA45120_1,4
Northern Grampians,NGSC - Municipal Public Health and Wellbeing Plan 2021-25,https://www.ngshire.vic.gov.au/files/assets/public/document-resources/council-plans/ngsc-municipal-public-health-and-wellbeing-plan-2021-25.pdf,lga_NorthernGrampiansShireCouncil_20230922_NGSC-MunicipalPublicHealthandWellbeingPlan2021-25.pdf,LGA25810,LGA25810_1,30
Northern Midlands,Northern Midlands Council Strategic Plan - 2021,https://northernmidlands.tas.gov.au/source-assets/images/Northern-Midlands-Council-Strategic-Plan-2021.pdf,lga_NorthernMidlandsCouncil_20230922_NorthernMidlandsCouncilStrategicPlan-2021.pdf,LGA64610,LGA64610_1,3
Nungarin,Annual Report - 202021 NCCP,https://www.nungarin.wa.gov.au/documents/35/annual-report-202021,lga_ShireofNungarin_20230922_AnnualReport-202021NCCP.pdf,LGA56860,LGA56860_1,78
Oberon,2021-2022 Annual Report - NCCP,https://www.oberon.nsw.gov.au/files/assets/public/council/ipampr/20212022/2021-2022-annual-report.pdf,lga_OberonCouncil_20230922_2021-2022AnnualReport-NCCP.pdf,LGA16100,LGA16100_1,208
Palm Island,Palm Island Council Annual Report 19-20 NCCP,https://www.palmcouncil.qld.gov.au/downloads/file/216/annual-report-2019-20,lga_PalmIslandAboriginalShireCouncil_20230922_PalmIslandCouncilAnnualReport19-20NCCP.pdf,LGA35790,LGA35790_1,62
Port Lincoln,Annual Business Plan - 23.24,https://www.portlincoln.sa.gov.au/__data/assets/pdf_file/0024/1428126/18.80.1.6-FINAL2318-Annual-Business-Plan-23.24.pdf,lga_CityofPortLincoln_20230922_AnnualBusinessPlan-23.24.pdf,LGA46300,LGA46300_1,68
Port Pirie,Annual Report 2022 - Final,https://www.pirie.sa.gov.au/__data/assets/pdf_file/0024/1267323/Annual-Report-2022-Final.pdf,lga_PortPirieRegionalCouncil_20230922_AnnualReport2022-Final.pdf,LGA46450,LGA46450_1,119
Pyrenees,2023.04 Asset Management Policy,https://www.pyrenees.vic.gov.au/files/assets/public/v/1/council-publications/corporate-policies/2023.04-asset-management-policy.pdf,lga_PyreneesShireCouncil_20230922_2023.04AssetManagementPolicy.pdf,LGA25990,LGA25990_1,6
Pyrenees,2021.02.21 Climate Change Response Mitigation Plan,https://www.pyrenees.vic.gov.au/files/assets/public/v/1/council-publications/strategic-plans/2021.02.21-climate-change-response-mitigation-plan.pdf,lga_PyreneesShireCouncil_20230922_2021.02.21ClimateChangeResponseMitigationPlan.pdf,LGA25990,LGA25990_2,4
Pyrenees,Environmental Sustainability Strategy 2011,https://www.pyrenees.vic.gov.au/files/content/public/v/61/about-pyrenees-shire-council/pyrenees-structure-and-policies/council-policies-and-publications/strategic-plans/environmental_sustainability_strategy_2011.pdf,lga_PyreneesShireCouncil_20230922_EnvironmentalSustainabilityStrategy2011.pdf,LGA25990,LGA25990_3,49
Pyrenees,Biodiversity Action Plan - 2016,https://www.pyrenees.vic.gov.au/files/assets/public/v/1/council-publications/strategic-plans/biodiversity-action-plan-2016.pdf,lga_PyreneesShireCouncil_20230922_BiodiversityActionPlan-2016.pdf,LGA25990,LGA25990_4,37
Renmark Paringa,RPC-EmergencyManagementPlanSeptember-2020,https://www.renmarkparinga.sa.gov.au/__data/assets/pdf_file/0022/901534/RPC-Emergency-Management-Plan-September-2020-Final-Version.pdf,lga_RenmarkParingaCouncil_20230922_RPC-EmergencyManagementPlanSeptember-2020.pdf,LGA46670,LGA46670_1,18
Renmark Paringa,RPC - Water Stewardship Plan,https://www.renmarkparinga.sa.gov.au/__data/assets/pdf_file/0033/1078773/RPC-Water-Stewardship-Plan.pdf,lga_RenmarkParingaCouncil_20230922_RPC-WaterStewardshipPlan.pdf,LGA46670,LGA46670_2,120
Richmond Valley,Sustainable Communities Strategy 2023-2028,https://richmondvalley.nsw.gov.au/wp-content/uploads/2023/06/ADOPTED-Final-Sustainable-Communities-Strategy-2023-2028-Landscape.pdf,lga_RichmondValleyCouncil_20230922_SustainableCommunitiesStrategy2023-2028.pdf,LGA16610,LGA16610_1,27
Robe,Policy-1.25 Environmental Policy,https://www.robe.sa.gov.au/__data/assets/pdf_file/0027/419940/Policy-1.25-Environmental-Policy.pdf,lga_DistrictCouncilofRobe_20230922_Policy-1.25EnvironmentalPolicy.pdf,LGA46860,LGA46860_1,3
Robe,Policy-1.26 Streets and Parks Tree Planting Maintenance Policy,https://www.robe.sa.gov.au/__data/assets/pdf_file/0017/420047/Policy-1.26-Streets-and-Parks-Tree-Planting-Maintenance-Policy.pdf,lga_DistrictCouncilofRobe_20230922_Policy-1.26StreetsandParksTreePlantingMaintenancePolicy.pdf,LGA46860,LGA46860_2,4
Robe,Policy-1.8 Emergency Management Policy,https://www.robe.sa.gov.au/__data/assets/pdf_file/0014/420260/Policy-1.8-Emergency-Management-Policy.pdf,lga_DistrictCouncilofRobe_20230922_Policy-1.8EmergencyManagementPolicy.pdf,LGA46860,LGA46860_3,5
Shark Bay,Council-PoliciesNCCP,https://www.sharkbay.wa.gov.au/documents/455/council-policies,lga_ShireofSharkBay_20230923_Council-PoliciesNCCP.pdf,LGA57770,LGA57770_1,69
Shoalhaven,Sustainability and Climate Policy,https://doc.shoalhaven.nsw.gov.au/displaydoc.aspx?record=POL22/177,lga_ShoalhavenCityCouncil_20230923_SustainabilityandClimatePolicy.pdf,LGA16950,LGA16950_1,5
Singleton,Singleton Sustainability Strategy 2019 - 2027,https://portal.singleton.nsw.gov.au/RedDocServ24/default.aspx?DocID=PQ%2f60eo5Jbg%3d,lga_SingletonCouncil_20230923_SingletonSustainabilityStrategy2019-2027.pdf,LGA17000,LGA17000_1,8
Snowy Monaro Regional,annual-report-2021-2022NCCP,https://www.snowymonaro.nsw.gov.au/files/assets/public/v/1/council/ipr/annual-reports/annual-report-2021-2022-adopted-reduced.pdf,lga_SnowyMonaroRegionalCouncil_20230923_annual-report-2021-2022NCCP.pdf,LGA17040,LGA17040_1,104
Somerset,INDEX Policies Somerset Regional Council - NCCP,https://www.somerset.qld.gov.au/downloads/file/609/index-policies-somerset-regional-council-pdf,lga_SomersetRegionalCouncil_20230923_INDEXPoliciesSomersetRegionalCouncil-NCCP.pdf,LGA36580,LGA36580_1,17
Southern Grampians,Climate Adaptation Plan 2017-2027 FINAL,https://www.sthgrampians.vic.gov.au/files/Climate_Adaptation_Plan_2017-_2027_FINAL.pdf,lga_SouthernGrampiansShireCouncil_20230923_ClimateAdaptationPlan2017-2027FINAL.pdf,LGA26260,LGA26260_1,44
Southern Mallee,Southern-Mallee-District-Council-Environmental-Action-Plan,https://www.southernmallee.sa.gov.au/__data/assets/pdf_file/0038/974369/Southern-Mallee-District-Council-Environmental-Action-Plan_Final_.pdf,lga_SouthernMalleeDistrictCouncil_20230923_Southern-Mallee-District-Council-Environmental-Action-Plan.pdf,LGA47290,LGA47290_1,16
Southern Midlands,Climate-Change-and-EF-southern-midlands-climate-profile,https://www.southernmidlands.tas.gov.au/assets/Climate_Change_and_EF_southern_midlands_climate_profile.pdf,lga_SouthernMidlandsCouncil_20230923_Climate-Change-and-EF-southern-midlands-climate-profile.pdf,LGA65010,LGA65010_1,6
Southern Midlands,Climate-Change-Adaptation-Plan-2020,https://www.southernmidlands.tas.gov.au/assets/Climate_Change_and_EF_SMC_Climate_Change_Adaptation_Plan_2020.pdf,lga_SouthernMidlandsCouncil_20230923_Climate-Change-Adaptation-Plan-2020.pdf,LGA65010,LGA65010_2,40
Southern Midlands,CCAEE - Climate Change Adaptation in the Midlands - 1 - Introduction,https://www.southernmidlands.tas.gov.au/assets/CCAEE_Climate_Change_Adaptation_in_the_Midlands_-_1_Introduction.pdf,lga_SouthernMidlandsCouncil_20230923_CCAEE-ClimateChangeAdaptationintheMidlands-1-Introduction.pdf,LGA65010,LGA65010_3,3
Southern Midlands,CCAEE - Climate Change Adaptation in the Midlands - 2 - The Science,https://www.southernmidlands.tas.gov.au/assets/CCAEE_Climate_Change_Adaptation_in_the_Midlands_-_2_The_Science.pdf,lga_SouthernMidlandsCouncil_20230923_CCAEE-ClimateChangeAdaptationintheMidlands-2-TheScience.pdf,LGA65010,LGA65010_4,3
Southern Midlands,CCAEE - Climate Change Adaptation in the Midlands - 3 - Heat,https://www.southernmidlands.tas.gov.au/assets/CCAEE_Climate_Change_Adaptation_in_the_Midlands_-_3_Heat.pdf,lga_SouthernMidlandsCouncil_20230923_CCAEE-ClimateChangeAdaptationintheMidlands-3-Heat.pdf,LGA65010,LGA65010_5,4
Southern Midlands,CCAEE - Climate Change Adaptation in the Midlands - 4 - Township Lagoon Native Grasslands,https://www.southernmidlands.tas.gov.au/assets/CCAEE_Climate_Change_Adaptation_in_the_Midlands__4_Township_Lagoon__Native_Grasslands.pdf,lga_SouthernMidlandsCouncil_20230923_CCAEE-ClimateChangeAdaptationintheMidlands-4-TownshipLagoonNativeGrasslands.pdf,LGA65010,LGA65010_6,4
Southern Midlands,CCAEE - Climate Change Adaptation in the Midlands - 5 - Bushfire,https://www.southernmidlands.tas.gov.au/assets/CCAEE_Climate_Change_Adaptation_in_the_Midlands_5_Bushfire.pdf,lga_SouthernMidlandsCouncil_20230923_CCAEE-ClimateChangeAdaptationintheMidlands-5-Bushfire.pdf,LGA65010,LGA65010_7,6
Southern Midlands,CCAEE - Climate Change Adaptation in the Midlands - 6 - The Need for Action Reflections on Councils Action Plan,https://www.southernmidlands.tas.gov.au/assets/CCAEE_Climate_Change_Adaptation_in_the_Midlands__6_The_Need_for_Action_Reflections_on_Councils_Action_Plan.pdf,lga_SouthernMidlandsCouncil_20230923_CCAEE-ClimateChangeAdaptationintheMidlands-6-TheNeedforActionReflectionsonCouncilsActionPlan.pdf,LGA65010,LGA65010_8,4
Southern Midlands,CCAEE - Climate Change Adaptation in the Midlands - 7 - Chauncy Vale and Carbon Management,https://www.southernmidlands.tas.gov.au/assets/Climate_Change_Adaptation_in_the_Midlands_-_7_Chauncy_Vale_and_Carbon_Management.pdf,lga_SouthernMidlandsCouncil_20230923_CCAEE-ClimateChangeAdaptationintheMidlands-7-ChauncyValeandCarbonManagement.pdf,LGA65010,LGA65010_9,4
Southern Midlands,CCAEE - Climate Change Adaptation in the Midlands - 8 - Prioritising Protection of our Natural Environment,https://www.southernmidlands.tas.gov.au/assets/Climate_Change_Adaptation_in_the_Midlands_-_8_Prioritising_Protection_of_our_Natural_Environment.pdf,lga_SouthernMidlandsCouncil_20230923_CCAEE-ClimateChangeAdaptationintheMidlands-8-PrioritisingProtectionofourNaturalEnvironment.pdf,LGA65010,LGA65010_10,5
Southern Midlands,CCAEE - Climate Change Adaptation in the Midlands - Efficient Vehicle choices,https://www.southernmidlands.tas.gov.au/assets/Climate_Change_Mitigation_in_the_Midlands_-_Efficient_Vehicle_choices.pdf,lga_SouthernMidlandsCouncil_20230923_CCAEE-ClimateChangeAdaptationintheMidlands-EfficientVehiclechoices.pdf,LGA65010,LGA65010_11,4
Strathbogie,Item - 9.2.6 Attachment-1-Climate-Change-Action-Plan,https://www.strathbogie.vic.gov.au/wp-content/uploads/2022/08/Item-9.2.6_Attachment-1_Climate-Change-Action-Plan.pdf,lga_StrathbogieShireCouncil_20230923_Item-9.2.6Attachment-1-Climate-Change-Action-Plan.pdf,LGA26430,LGA26430_1,28
Strathbogie,FAQs and Key Informant Insights Young,https://hdp-au-prod-app-strath-share-files.s3.ap-southeast-2.amazonaws.com/6216/3365/8558/20211004_DRAFT_FAQs_and_Key_Informant_Insights_Young.pdf,lga_StrathbogieShireCouncil_20230923_FAQsandKeyInformantInsightsYoung.pdf,LGA26430,LGA26430_2,6
Strathbogie,Sustainable Strathbogie 2030,https://www.strathbogie.vic.gov.au/images/Sustainable_Strathbogie_2030_FINAL_AUG_2019.pdf,lga_StrathbogieShireCouncil_20230923_SustainableStrathbogie2030.pdf,LGA26430,LGA26430_3,53
Streaky Bay,05.03-Sustainability-and-Environment-Policy,https://www.streakybay.sa.gov.au/__data/assets/pdf_file/0026/200996/DCSB-EM-05.03-Sustainability-and-Environment-Policy.pdf,lga_DistrictCouncilofStreakyBay_20230923_05.03-Sustainability-and-Environment-Policy.pdf,LGA47490,LGA47490_1,6
Swan Hill,Environmental-Management-Policy_POLINFRA503_V1.3_202106,https://www.swanhill.vic.gov.au/wp-content/uploads/2021/06/Environmental-Management-Policy_POLINFRA503_V1.3_202106.pdf,lga_SwanHillRuralCityCouncil_20230923_Environmental-Management-Policy_POLINFRA503_V1.3_202106.pdf,LGA26610,LGA26610_1,3
Tamworth Regional,Environmental Sustainability Strategy 2022 - 2026 ,https://www.tamworth.nsw.gov.au/ArticleDocuments/382/ECM_1291450_v20_Tamworth%20Regional%20Council%20New%20Environmental%20Sustainability%20Strategy%202022%20-%202026%20-%20Adopted.pdf.aspx,lga_TamworthRegionalCouncil_20230923_EnvironmentalSustainabilityStrategy2022-2026.pdf,LGA17310,LGA17310_1,60
Tatiara,Final-Tatiara-Coorong-LAP-080312-2,https://lgasa-search.squiz.cloud/s/redirect?collection=tatiara-council-meta&url=https%3A%2F%2Fwww.tatiara.sa.gov.au%2F__data%2Fassets%2Fpdf_file%2F0038%2F883649%2FFinal-Coorong-LAP-080312-2.pdf&auth=49%2Ba12bjVwrARcw%2F4e9HeQ&profile=_default&rank=2&query=climate,lga_TatiaraDistrictCouncil_20230923_Final-Tatiara-Coorong-LAP-080312-2.pdf,LGA47630,LGA47630_1,146
Toodyay,Toodyay-Environmental-Management-Strategy,https://www.toodyay.wa.gov.au/Profiles/toodyay/Assets/ClientData/Documents/Page_Centre/Toodyay-Environmental-Management-Strategy-1.pdf,lga_ShireofToodyay_20230923_Toodyay-Environmental-Management-Strategy.pdf,LGA58330,LGA58330_1,37
Torres,TSC - Operational Plan 2023-2024,https://www.torres.qld.gov.au/downloads/file/1403/tsc-operational-plan-2023-2024,lga_TorresShireCouncil_20230923_TSC-OperationalPlan2023-2024.pdf,LGA36950,LGA36950_1,14
Torres Strait Island,Climate Change Class Action - Pabai Pabai & Uncle Pail Kabai v Aust Government 2023 ,https://www.tsirc.qld.gov.au/sites/default/files/PDFs/Climate%20change%20class%20action%20-%20Pabai%20Pabai%20%26%20Uncle%20Pail%20Kabai%20v%20Aust%20Government%202023%20%281%29.pdf,lga_TorresStraitIslandRegionalCouncil_20230923_ClimateChangeClassAction-PabaiPabai&UnclePailKabaivAustGovernment2023.pdf,LGA36960,LGA36960_1,5
Torres Strait Island,Terms of Reference for the Climate Change Adaptation and Environment Committee - November 2021,http://www.tsirc.qld.gov.au/files/terms-reference-climate-change-adaptation-and-environment-committee-november-2021pdf,lga_TorresStraitIslandRegionalCouncil_20230923_TermsofReferencefortheClimateChangeAdaptationandEnvironmentCommittee-November2021.pdf,LGA36960,LGA36960_2,2
Trayning,Policy-Manual-2022-NCCP,https://www.trayning.wa.gov.au/documents/66/shire-of-trayning-policy-manual-2022,lga_ShireofTrayning_20230923_Policy-Manual-2022-NCCP.pdf,LGA58400,LGA58400_1,149
Tumby Bay,DCTB-Annual-Report-2021-22-NCCP,https://www.tumbybay.sa.gov.au/__data/assets/pdf_file/0017/1247012/DCTB-Annual-Report-2021-22-Reduced-Size-Endorsed.pdf,lga_DistrictCouncilofTumbyBay_20230923_DCTB-Annual-Report-2021-22-NCCP.pdf,LGA47910,LGA47910_1,139
Unincorporated SA,Waste Management Flyer-LeighCreek,https://www.oca.sa.gov.au/__data/assets/pdf_file/0007/1113874/Waste_Management_flyer_-_Leigh_Creek.pdf,lga_UnincorporatedSA-OutbackCommunitiesAuthority_20230924_WasteManagementFlyer-LeighCreek.pdf,LGA49399,LGA49399_1,2
Unincorporated SA,OCA-General Fact Sheet,https://www.oca.sa.gov.au/resources/carbon-farming/OCA_GeneralFactSheet_HighRes_Finals-Copy.pdf,lga_UnincorporatedSA-OutbackCommunitiesAuthority_20230924_OCA-GeneralFactSheet.pdf,LGA49399,LGA49399_2,2
Unincorporated SA,OCA-SA Carbon Potential,https://www.oca.sa.gov.au/resources/carbon-farming/FINAL_OCA_SACarbonPotential_HighRes.pdf,lga_UnincorporatedSA-OutbackCommunitiesAuthority_20230924_OCA-SACarbonPotential.pdf,LGA49399,LGA49399_3,59
Victoria Plains,Council Policy Manual 2022 - NCCP,https://www.victoriaplains.wa.gov.au/Profiles/vicplains/Assets/ClientData/Policy_Manual_2023/Council_Policy_Manual_2022_Part_1_Council_Governance_Final.pdf,lga_ShireofVictoriaPlains_20230923_CouncilPolicyManual2022-NCCP.pdf,LGA58540,LGA58540_1,72
Wagin,Policy Manual Updated - NCCP,https://www.wagin.wa.gov.au/Profiles/wagin/Assets/ClientData/Document-Centre/Policies/Policy_Manual_Updated_10823.pdf,lga_ShireofWagin_20230923_PolicyManualUpdated-NCCP.pdf,LGA58610,LGA58610_1,253
Wakefield,WRC-Annual-Community-Plan-2022-23,https://lgasa-search.squiz.cloud/s/redirect?collection=wakefield-council-meta&url=https%3A%2F%2Fwww.wrc.sa.gov.au%2F__data%2Fassets%2Fpdf_file%2F0025%2F1188142%2FWRC-Annual-Community-Plan-2022-23.pdf&auth=IMRoM9aLRFgyVxxg0c5CTA&profile=_default&rank=16&query=climate,lga_WakefieldRegionalCouncil_20230924_WRC-Annual-Community-Plan-2022-23.pdf,LGA48130,LGA48130_1,44
Walgett,wsc-Annual-Report-2021-2022-NCCP,https://www.walgett.nsw.gov.au/files/assets/public/v/1/council/documents/new-folder/walgett-shire-council-wsc-annual-report-2021-2022-complete-document-with-attachments.pdf,lga_WalgettShireCouncil_20230924_wsc-Annual-Report-2021-2022-NCCP.pdf,LGA17900,LGA17900_1,216
Wandering,Shire-of-Wandering-Policy-Manual-Latest-Version-NCCP,https://www.wandering.wa.gov.au/documents/11067/shire-of-wandering-policy-manual-latest-version,lga_ShireofWandering_20230924_Shire-of-Wandering-Policy-Manual-Latest-Version-NCCP.pdf,LGA58680,LGA58680_1,172
Wangaratta,Climate-Mitigation-Adaptation-Policy,https://www.wangaratta.vic.gov.au/files/assets/public/v/1/files/policies-amp-documents/your-council/policies/climate-mitigation-adaptation-policy.pdf,lga_RuralCityofWangaratta_20230924_Climate-Mitigation-Adaptation-Policy.pdf,LGA26700,LGA26700_1,5
Wangaratta,Urban-Tree-Plan,https://www.wangaratta.vic.gov.au/files/assets/public/v/1/files/public-notices/urban-tree-plan.pdf,lga_RuralCityofWangaratta_20230924_Urban-Tree-Plan.pdf,LGA26700,LGA26700_2,16
Wangaratta,Environmental-Sustainability-Strategy-2021-26,https://www.wangaratta.vic.gov.au/files/assets/public/v/2/files/policies-amp-documents/your-council/strategies-and-plans/environmental-sustainability-strategy-2021-26.pdf,lga_RuralCityofWangaratta_20230924_Environmental-Sustainability-Strategy-2021-26.pdf,LGA26700,LGA26700_3,40
Waratah/Wynyard,Waratah-Wynyard-Intergrated-Council-Environmental-Plan-iCEP-Aug-2020,https://www.warwyn.tas.gov.au/download/112/icep-integrated-council-environmental-plan/8153/final-icep-complete-version-waratah-wynyard-intergrated-council-environmental-plan-icep-aug-2020,lga_Waratah-WynyardCouncil_20230924_Waratah-Wynyard-Intergrated-Council-Environmental-Plan-iCEP-Aug-2020.pdf,LGA65410,LGA65410_1,85
Warren,Annual Report 2021-22-NCCP,https://www.warren.nsw.gov.au/__media_downloads/Annual%20Reports/Annual%20Report%202021-22.pdf?downloadable=1,lga_WarrenShireCouncil_20230924_AnnualReport2021-22-NCCP.pdf,LGA17950,LGA17950_1,88
Warrnambool,Green Warrnambool FINAL adopted 3 September 2018,https://www.warrnambool.vic.gov.au/sites/warrnambool.vic.gov.au/files/documents/warrnambool/environment/Green%20Warrnambool%20FINAL%20adopted%203%20September%202018.pdf,lga_WarrnamboolCityCouncil_20230924_GreenWarrnamboolFINALadopted3September2018.pdf,LGA26730,LGA26730_1,32
Warrumbungle Shire,2021-2022 Annual Report November 2022 NCCP,https://www.warrumbungle.nsw.gov.au/ArticleDocuments/142/FINAL%202021-2022%20Annual%20Report_November%202022_with%20financial%20statements.pdf.aspx,lga_WarrumbungleShireCouncil_20230924_2021-2022AnnualReportNovember2022NCCP.pdf,LGA18020,LGA18020_1,169
Wattle Range,WRC-Annual-Report,https://www.wattlerange.sa.gov.au/__data/assets/pdf_file/0025/1265083/WRC-Annual-Report-Full-Version-Low-Res.pdf,lga_WattleRangeCouncil_20230924_WRC-Annual-Report.pdf,LGA48340,LGA48340_1,190
Wattle Range,policy-2-4-tree-management-120411,https://www.wattlerange.sa.gov.au/__data/assets/pdf_file/0027/300969/coudoc-policy-2-4-tree-management-120411.pdf,lga_WattleRangeCouncil_20230924_policy-2-4-tree-management-120411.pdf,LGA48340,LGA48340_2,4
Wattle Range,policy-3-7-general-environmental-policy-150211,https://www.wattlerange.sa.gov.au/__data/assets/pdf_file/0023/300794/coudoc-policy-3-7-general-environmental-policy-150211.pdf,lga_WattleRangeCouncil_20230924_policy-3-7-general-environmental-policy-150211.pdf,LGA48340,LGA48340_3,3
Weipa,2021-22 Annual-Report-NCCP,https://www.weipatownauthority.com.au/downloads/file/710/wta-annual-report-2021-22,lga_WeipaTownAuthority_20230924_2021-22Annual-Report-NCCP.pdf,LGA37300,LGA37300_1,31
Wellington,4.1.10 CLIMATE-CHANGE-AND-SUSTAINABILITY-POLICY,https://global-uploads.webflow.com/6021ed7c89cc1c1c01fccf29/63a197666a09677b908804d9_4.1.10%20CLIMATE%20CHANGE%20AND%20SUSTAINABILITY%20POLICY.pdf,lga_WellingtonShireCouncil_20230924_4.1.10CLIMATE-CHANGE-AND-SUSTAINABILITY-POLICY.pdf,LGA26810,LGA26810_1,3
Wellington,WSC-Sustainability Annual Report 2020-21,https://global-uploads.webflow.com/6021ed7c89cc1c1c01fccf29/61b81208b2c421296805420c_WSC-Sustainability%20Annual%20Report%202020-21.pdf,lga_WellingtonShireCouncil_20230924_WSC-SustainabilityAnnualReport2020-21.pdf,LGA26810,LGA26810_2,14
West Arthur,Annual-Report-20212022-NCCP,https://www.westarthur.wa.gov.au/documents/630/annual-report-20212022,lga_ShireofWestArthur_20230924_Annual-Report-20212022-NCCP.pdf,LGA58890,LGA58890_1,78
West Coast,Annual-Plan-2022-2023,https://www.westcoast.tas.gov.au/__data/assets/pdf_file/0043/1188898/Annual-Plan-2022-2023-.pdf,lga_WestCoastCouncil_20230924_Annual-Plan-2022-2023.pdf,LGA65610,LGA65610_1,44
West Wimmera,2021-2022-Annual-Report-Final-NCCP,https://www.westwimmera.vic.gov.au/files/assets/public/v/1/documents-amp-publications/other-documents/2021-2022-annual-report-final.pdf,lga_WestWimmeraShireCouncil_20230924_2021-2022-Annual-Report-Final-NCCP.pdf,LGA26890,LGA26890_1,164
Western Downs,final-wdrc-annual-report-2021-22NCCP,https://www.wdrc.qld.gov.au/files/assets/public/v/1/council/plans-amp-publications/final-wdrc-annual-report-2021-22.pdf,lga_WesternDownsReginonalCouncil_20230924_final-wdrc-annual-report-2021-22NCCP.pdf,LGA37310,LGA37310_1,49
Whitsunday,Climate Change Adaptation Policy,https://www.whitsundayrc.qld.gov.au/downloads/file/702/climate-change-adaptation-policy,lga_WhitsundayRegionalCouncil_20230924_ClimateChangeAdaptationPolicy.pdf,LGA37340,LGA37340_1,3
